crop_path,species_name,source_tile,orthomosaic_id,bbox_coco,annotation_id,remapped_label,split
BLSKA/BLSKA_000234.png,BLSKA,OM_001/tiles/OM_001_04500_09500.png,OM_001,"[75.0, 329.0, 70.0, 56.0]",234,BLSKA,train
BLSKA/BLSKA_000213.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[235.0, 415.0, 67.0, 62.0]",213,BLSKA,train
BLSKA/BLSKA_000020.png,BLSKA,OM_001/tiles/OM_001_09000_00500.png,OM_001,"[368.0, 252.0, 95.0, 34.0]",20,BLSKA,train
BLSKA/BLSKA_000017.png,BLSKA,OM_001/tiles/OM_001_08500_00500.png,OM_001,"[271.0, 151.0, 91.0, 28.0]",17,BLSKA,train
BLSKA/BLSKA_000079.png,BLSKA,OM_001/tiles/OM_001_07500_02000.png,OM_001,"[265.0, 66.0, 62.0, 65.0]",79,BLSKA,train
BLSKA/BLSKA_000134.png,BLSKA,OM_001/tiles/OM_001_07000_03500.png,OM_001,"[275.0, 48.0, 88.0, 53.0]",134,BLSKA,train
BLSKA/BLSKA_000053.png,BLSKA,OM_001/tiles/OM_001_09500_01000.png,OM_001,"[247.0, 0, 92.0, 31.0]",53,BLSKA,train
BLSKA/BLSKA_000089.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[93.0, 146.0, 84.0, 41.0]",89,BLSKA,train
BLSKA/BLSKA_000018.png,BLSKA,OM_001/tiles/OM_001_09000_00500.png,OM_001,"[473.0, 6.0, 27.0, 47.0]",18,BLSKA,train
BLSKA/BLSKA_000174.png,BLSKA,OM_001/tiles/OM_001_09000_07000.png,OM_001,"[406.0, 398.0, 67.0, 80.0]",174,BLSKA,train
BLSKA/BLSKA_000069.png,BLSKA,OM_001/tiles/OM_001_09000_01500.png,OM_001,"[0, 201.0, 38.0, 29.0]",69,BLSKA,train
BLSKA/BLSKA_000165.png,BLSKA,OM_001/tiles/OM_001_09000_06500.png,OM_001,"[308.0, 368.0, 37.0, 92.0]",165,BLSKA,train
BLSKA/BLSKA_000049.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[263.0, 231.0, 99.0, 23.0]",49,BLSKA,train
BLSKA/BLSKA_000206.png,BLSKA,OM_001/tiles/OM_001_04500_08500.png,OM_001,"[202.0, 6.0, 66.0, 70.0]",206,BLSKA,train
BLSKA/BLSKA_000064.png,BLSKA,OM_001/tiles/OM_001_08500_01500.png,OM_001,"[248.0, 365.0, 88.0, 30.0]",64,BLSKA,train
BLSKA/BLSKA_000078.png,BLSKA,OM_001/tiles/OM_001_07000_02000.png,OM_001,"[494.0, 230.0, 6.0, 44.0]",78,BLSKA,train
BLSKA/BLSKA_000145.png,BLSKA,OM_001/tiles/OM_001_06500_04000.png,OM_001,"[458.0, 406.0, 42.0, 38.0]",145,BLSKA,train
BLSKA/BLSKA_000209.png,BLSKA,OM_001/tiles/OM_001_07500_08500.png,OM_001,"[454.0, 253.0, 46.0, 39.0]",209,BLSKA,train
BLSKA/BLSKA_000035.png,BLSKA,OM_001/tiles/OM_001_08000_01000.png,OM_001,"[218.0, 445.0, 75.0, 50.0]",35,BLSKA,train
BLSKA/BLSKA_000149.png,BLSKA,OM_001/tiles/OM_001_09500_04000.png,OM_001,"[336.0, 237.0, 68.0, 101.0]",149,BLSKA,train
BLSKA/BLSKA_000081.png,BLSKA,OM_001/tiles/OM_001_07500_02000.png,OM_001,"[0, 230.0, 103.0, 44.0]",81,BLSKA,train
BLSKA/BLSKA_000199.png,BLSKA,OM_001/tiles/OM_001_08000_08000.png,OM_001,"[495.0, 65.0, 5.0, 68.0]",199,BLSKA,train
BLSKA/BLSKA_000180.png,BLSKA,OM_001/tiles/OM_001_04500_07500.png,OM_001,"[402.0, 0, 78.0, 18.0]",180,BLSKA,train
BLSKA/BLSKA_000021.png,BLSKA,OM_001/tiles/OM_001_09000_00500.png,OM_001,"[193.0, 408.0, 83.0, 33.0]",21,BLSKA,train
BLSKA/BLSKA_000060.png,BLSKA,OM_001/tiles/OM_001_08500_01500.png,OM_001,"[101.0, 261.0, 26.0, 66.0]",60,BLSKA,train
BLSKA/BLSKA_000237.png,BLSKA,OM_001/tiles/OM_001_04500_09500.png,OM_001,"[314.0, 39.0, 40.0, 97.0]",237,BLSKA,train
BLSKA/BLSKA_000007.png,BLSKA,OM_001/tiles/OM_001_09000_00000.png,OM_001,"[378.0, 120.0, 94.0, 29.0]",7,BLSKA,train
BLSKA/BLSKA_000196.png,BLSKA,OM_001/tiles/OM_001_04500_08000.png,OM_001,"[312.0, 320.0, 28.0, 99.0]",196,BLSKA,train
BLSKA/BLSKA_000026.png,BLSKA,OM_001/tiles/OM_001_09500_00500.png,OM_001,"[352.0, 303.0, 84.0, 30.0]",26,BLSKA,train
BLSKA/BLSKA_000117.png,BLSKA,OM_001/tiles/OM_001_08500_02500.png,OM_001,"[477.0, 339.0, 23.0, 63.0]",117,BLSKA,train
BLSKA/BLSKA_000217.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[337.0, 259.0, 69.0, 55.0]",217,BLSKA,train
BLSKA/BLSKA_000011.png,BLSKA,OM_001/tiles/OM_001_09500_00000.png,OM_001,"[174.0, 136.0, 85.0, 31.0]",11,BLSKA,train
BLSKA/BLSKA_000201.png,BLSKA,OM_001/tiles/OM_001_08500_08000.png,OM_001,"[0, 65.0, 67.0, 68.0]",201,BLSKA,train
BLSKA/BLSKA_000092.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[221.0, 0, 76.0, 29.0]",92,BLSKA,train
BLSKA/BLSKA_000212.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[304.0, 70.0, 81.0, 57.0]",212,BLSKA,train
BLSKA/BLSKA_000138.png,BLSKA,OM_001/tiles/OM_001_07500_03500.png,OM_001,"[57.0, 91.0, 28.0, 95.0]",138,BLSKA,train
BLSKA/BLSKA_000077.png,BLSKA,OM_001/tiles/OM_001_07000_02000.png,OM_001,"[244.0, 421.0, 90.0, 39.0]",77,BLSKA,train
BLSKA/BLSKA_000175.png,BLSKA,OM_001/tiles/OM_001_09500_07000.png,OM_001,"[0, 47.0, 6.0, 61.0]",175,BLSKA,train
BLSKA/BLSKA_000041.png,BLSKA,OM_001/tiles/OM_001_08500_01000.png,OM_001,"[159.0, 283.0, 76.0, 64.0]",41,BLSKA,train
BLSKA/BLSKA_000120.png,BLSKA,OM_001/tiles/OM_001_06500_03000.png,OM_001,"[355.0, 46.0, 81.0, 53.0]",120,BLSKA,train
BLSKA/BLSKA_000128.png,BLSKA,OM_001/tiles/OM_001_07500_03000.png,OM_001,"[0, 278.0, 17.0, 55.0]",128,BLSKA,train
BLSKA/BLSKA_000088.png,BLSKA,OM_001/tiles/OM_001_08000_02000.png,OM_001,"[404.0, 0, 96.0, 3.0]",88,BLSKA,train
BLSKA/BLSKA_000114.png,BLSKA,OM_001/tiles/OM_001_08000_02500.png,OM_001,"[11.0, 305.0, 89.0, 33.0]",114,BLSKA,train
BLSKA/BLSKA_000080.png,BLSKA,OM_001/tiles/OM_001_07500_02000.png,OM_001,"[390.0, 295.0, 96.0, 74.0]",80,BLSKA,train
BLSKA/BLSKA_000034.png,BLSKA,OM_001/tiles/OM_001_08000_01000.png,OM_001,"[485.0, 0, 15.0, 40.0]",34,BLSKA,train
BLSKA/BLSKA_000169.png,BLSKA,OM_001/tiles/OM_001_05000_07000.png,OM_001,"[284.0, 351.0, 81.0, 22.0]",169,BLSKA,train
BLSKA/BLSKA_000214.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[5.0, 397.0, 85.0, 55.0]",214,BLSKA,train
BLSKA/BLSKA_000065.png,BLSKA,OM_001/tiles/OM_001_08500_01500.png,OM_001,"[290.0, 276.0, 28.0, 84.0]",65,BLSKA,train
BLSKA/BLSKA_000037.png,BLSKA,OM_001/tiles/OM_001_08500_01000.png,OM_001,"[0, 0, 80.0, 40.0]",37,BLSKA,train
BLSKA/BLSKA_000014.png,BLSKA,OM_001/tiles/OM_001_08000_00500.png,OM_001,"[95.0, 0, 40.0, 75.0]",14,BLSKA,train
BLSKA/BLSKA_000048.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[404.0, 0, 63.0, 24.0]",48,BLSKA,train
BLSKA/BLSKA_000122.png,BLSKA,OM_001/tiles/OM_001_07000_03000.png,OM_001,"[136.0, 304.0, 79.0, 38.0]",122,BLSKA,train
BLSKA/BLSKA_000168.png,BLSKA,OM_001/tiles/OM_001_05000_07000.png,OM_001,"[118.0, 420.0, 96.0, 24.0]",168,BLSKA,train
BLSKA/BLSKA_000118.png,BLSKA,OM_001/tiles/OM_001_09000_02500.png,OM_001,"[0, 339.0, 42.0, 63.0]",118,BLSKA,train
BLSKA/BLSKA_000167.png,BLSKA,OM_001/tiles/OM_001_04500_07000.png,OM_001,"[402.0, 462.0, 78.0, 38.0]",167,BLSKA,train
BLSKA/BLSKA_000028.png,BLSKA,OM_001/tiles/OM_001_00000_01000.png,OM_001,"[195.0, 0, 67.0, 10.0]",28,BLSKA,train
BLSKA/BLSKA_000044.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[62.0, 150.0, 58.0, 70.0]",44,BLSKA,train
BLSKA/BLSKA_000202.png,BLSKA,OM_001/tiles/OM_001_04000_08500.png,OM_001,"[426.0, 246.0, 74.0, 75.0]",202,BLSKA,train
BLSKA/BLSKA_000203.png,BLSKA,OM_001/tiles/OM_001_04000_08500.png,OM_001,"[324.0, 399.0, 57.0, 58.0]",203,BLSKA,train
BLSKA/BLSKA_000231.png,BLSKA,OM_001/tiles/OM_001_04000_09500.png,OM_001,"[420.0, 389.0, 80.0, 28.0]",231,BLSKA,train
BLSKA/BLSKA_000099.png,BLSKA,OM_001/tiles/OM_001_09000_02000.png,OM_001,"[0, 0, 14.0, 34.0]",99,BLSKA,train
BLSKA/BLSKA_000107.png,BLSKA,OM_001/tiles/OM_001_06500_02500.png,OM_001,"[491.0, 427.0, 9.0, 30.0]",107,BLSKA,train
BLSKA/BLSKA_000004.png,BLSKA,OM_001/tiles/OM_001_08500_00000.png,OM_001,"[292.0, 0.0, 114.0, 35.0]",4,BLSKA,train
BLSKA/BLSKA_000227.png,BLSKA,OM_001/tiles/OM_001_04000_09500.png,OM_001,"[77.0, 148.0, 38.0, 78.0]",227,BLSKA,train
BLSKA/BLSKA_000054.png,BLSKA,OM_001/tiles/OM_001_09500_01000.png,OM_001,"[86.0, 129.0, 99.0, 44.0]",54,BLSKA,train
BLSKA/BLSKA_000116.png,BLSKA,OM_001/tiles/OM_001_08500_02500.png,OM_001,"[259.0, 74.0, 32.0, 95.0]",116,BLSKA,train
BLSKA/BLSKA_000096.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[334.0, 242.0, 104.0, 23.0]",96,BLSKA,train
BLSKA/BLSKA_000230.png,BLSKA,OM_001/tiles/OM_001_04000_09500.png,OM_001,"[429.0, 190.0, 71.0, 33.0]",230,BLSKA,train
BLSKA/BLSKA_000042.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[0, 11.0, 2.0, 37.0]",42,BLSKA,train
BLSKA/BLSKA_000135.png,BLSKA,OM_001/tiles/OM_001_07000_03500.png,OM_001,"[164.0, 360.0, 79.0, 44.0]",135,BLSKA,train
BLSKA/BLSKA_000024.png,BLSKA,OM_001/tiles/OM_001_09500_00500.png,OM_001,"[282.0, 122.0, 91.0, 23.0]",24,BLSKA,train
BLSKA/BLSKA_000144.png,BLSKA,OM_001/tiles/OM_001_06500_04000.png,OM_001,"[96.0, 345.0, 85.0, 41.0]",144,BLSKA,train
BLSKA/BLSKA_000170.png,BLSKA,OM_001/tiles/OM_001_09000_07000.png,OM_001,"[82.0, 365.0, 58.0, 48.0]",170,BLSKA,train
